,line number,filename_x,buggy commit,bug_inducing_commit,buggy author,author experience,project progress,timedelta (month),id,filename_y,fix commit,type error lines,directory,issue id,project name
124,33,modules/Poloniex.py,40b8682,1de19666c2e938ba2904ab80a20f17f2f1b7ce60,Evan,32,136,5,34,lendingbot.py,00ba501,58,34/MikaLendingBot,180,MikaLendingBot
125,34,modules/Poloniex.py,40b8682,951f9b6276c2e31d7179199b3247f74ea9f2cc7a,Evan,39,145,6,34,lendingbot.py,00ba501,58,34/MikaLendingBot,180,MikaLendingBot
126,35,modules/Poloniex.py,40b8682,1de19666c2e938ba2904ab80a20f17f2f1b7ce60,Evan,32,136,5,34,lendingbot.py,00ba501,58,34/MikaLendingBot,180,MikaLendingBot
127,36,modules/Poloniex.py,40b8682,482c5167ea1261464d4ade733a7c2bac8843b823,Mikadily,0,0,0,34,lendingbot.py,00ba501,58,34/MikaLendingBot,180,MikaLendingBot
128,81,modules/Poloniex.py,40b8682,d6ab2fa3daab6951dbf3c43ee9875a473b786872,Evan,44,164,7,34,lendingbot.py,00ba501,58,34/MikaLendingBot,180,MikaLendingBot
129,125,lib/ansible/modules/network/iosxr/iosxr_logging.py,36c6d0f,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,50,31271,2,38,lib/ansible/modules/network/iosxr/iosxr_logging.py,3b1f2ae,"240, 241",38/ansible,27122,ansible
130,165,lib/ansible/modules/network/iosxr/iosxr_logging.py,36c6d0f,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,50,31271,2,38,lib/ansible/modules/network/iosxr/iosxr_logging.py,3b1f2ae,"240, 241",38/ansible,27122,ansible
131,211,lib/ansible/modules/network/iosxr/iosxr_logging.py,36c6d0f,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,50,31271,2,38,lib/ansible/modules/network/iosxr/iosxr_logging.py,3b1f2ae,"240, 241",38/ansible,27122,ansible
132,236,lib/ansible/modules/network/iosxr/iosxr_logging.py,36c6d0f,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,50,31271,2,38,lib/ansible/modules/network/iosxr/iosxr_logging.py,3b1f2ae,"240, 241",38/ansible,27122,ansible
133,237,lib/ansible/modules/network/iosxr/iosxr_logging.py,36c6d0f,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,50,31271,2,38,lib/ansible/modules/network/iosxr/iosxr_logging.py,3b1f2ae,"240, 241",38/ansible,27122,ansible
134,239,lib/ansible/modules/network/iosxr/iosxr_logging.py,36c6d0f,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,50,31271,2,38,lib/ansible/modules/network/iosxr/iosxr_logging.py,3b1f2ae,"240, 241",38/ansible,27122,ansible
135,242,lib/ansible/modules/network/iosxr/iosxr_logging.py,36c6d0f,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,50,31271,2,38,lib/ansible/modules/network/iosxr/iosxr_logging.py,3b1f2ae,"240, 241",38/ansible,27122,ansible
136,243,lib/ansible/modules/network/iosxr/iosxr_logging.py,36c6d0f,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,50,31271,2,38,lib/ansible/modules/network/iosxr/iosxr_logging.py,3b1f2ae,"240, 241",38/ansible,27122,ansible
137,244,lib/ansible/modules/network/iosxr/iosxr_logging.py,36c6d0f,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,50,31271,2,38,lib/ansible/modules/network/iosxr/iosxr_logging.py,3b1f2ae,"240, 241",38/ansible,27122,ansible
138,245,lib/ansible/modules/network/iosxr/iosxr_logging.py,36c6d0f,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,50,31271,2,38,lib/ansible/modules/network/iosxr/iosxr_logging.py,3b1f2ae,"240, 241",38/ansible,27122,ansible
139,249,lib/ansible/modules/network/iosxr/iosxr_logging.py,36c6d0f,e5c2e1b7beabdd91fe0df768b8c6aa7f54c603e3,Trishna Guha,50,31271,2,38,lib/ansible/modules/network/iosxr/iosxr_logging.py,3b1f2ae,"240, 241",38/ansible,27122,ansible
140,176,lib/ansible/cli/__init__.py,54931f3,cdefeb6d84499d86bf6fef8352b06d626c1bf4ae,Brian Coca,676,13979,32,42,lib/ansible/cli/__init__.py,74a10d7,633,42/ansible,18684,ansible
141,192,lib/ansible/cli/__init__.py,54931f3,cdefeb6d84499d86bf6fef8352b06d626c1bf4ae,Brian Coca,676,13979,32,42,lib/ansible/cli/__init__.py,74a10d7,633,42/ansible,18684,ansible
142,642,lib/ansible/cli/__init__.py,54931f3,fe91f7b506b5615c80c32623f4144f182ac83308,Brian Coca,1020,14881,34,42,lib/ansible/cli/__init__.py,74a10d7,633,42/ansible,18684,ansible
143,67,blaze/compute/dask.py,ea66296,fcc476453bf5bf5c426ac6bdd5020713c60e1420,Blake Griffith,23,5790,0,44,blaze/compute/dask.py,6bdeb66,"27, 39",44/blaze,1113,blaze
144,68,blaze/compute/dask.py,ea66296,fcc476453bf5bf5c426ac6bdd5020713c60e1420,Blake Griffith,23,5790,0,44,blaze/compute/dask.py,6bdeb66,"27, 39",44/blaze,1113,blaze
145,69,blaze/compute/dask.py,ea66296,fcc476453bf5bf5c426ac6bdd5020713c60e1420,Blake Griffith,23,5790,0,44,blaze/compute/dask.py,6bdeb66,"27, 39",44/blaze,1113,blaze
146,73,blaze/compute/dask.py,ea66296,fcc476453bf5bf5c426ac6bdd5020713c60e1420,Blake Griffith,23,5790,0,44,blaze/compute/dask.py,6bdeb66,"27, 39",44/blaze,1113,blaze
147,256,manticore/core/executor.py,105a7d3,97307906c5e4d4a89d9631628e6d58f1a19b7e82,Mark Mossberg,133,361,11,47,manticore/ethereum.py,9f0d25c,928,47/manticore,735,manticore
148,307,manticore/core/executor.py,105a7d3,97307906c5e4d4a89d9631628e6d58f1a19b7e82,Mark Mossberg,133,361,11,47,manticore/ethereum.py,9f0d25c,928,47/manticore,735,manticore
149,164,lib/ansible/cli/__init__.py,181b31e,ea3914f4383a5460ea54b29bd4626f3f37f8f401,Adrian Likins,153,30340,13,50,lib/ansible/utils/path.py,3f12fcc,91,50/ansible,27511,ansible
150,38,lib/ansible/plugins/vars/host_group_vars.py,181b31e,8f97aef1a365cbbbb822d6d09f96af17a076b295,Brian Coca,3300,30311,56,50,lib/ansible/utils/path.py,3f12fcc,91,50/ansible,27511,ansible
151,90,lib/ansible/plugins/vars/host_group_vars.py,181b31e,8f97aef1a365cbbbb822d6d09f96af17a076b295,Brian Coca,3300,30311,56,50,lib/ansible/utils/path.py,3f12fcc,91,50/ansible,27511,ansible
152,93,lib/ansible/utils/color.py,181b31e,a4ae0c85f184ffe1aeef7821930622884f93c13d,Yuri Khan,0,28917,0,50,lib/ansible/utils/path.py,3f12fcc,91,50/ansible,27511,ansible
153,78,lib/ansible/utils/path.py,181b31e,8f97aef1a365cbbbb822d6d09f96af17a076b295,Brian Coca,3300,30311,56,50,lib/ansible/utils/path.py,3f12fcc,91,50/ansible,27511,ansible
154,116,invenio/b2share/modules/b2deposit/restful.py,8e97d53,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,40,11903,10,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
155,134,invenio/b2share/modules/b2deposit/restful.py,8e97d53,30808ad284e20d03a6eb33ec7e3d1de085fe6ff6,Emanuel Dima,114,11860,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
156,136,invenio/b2share/modules/b2deposit/restful.py,8e97d53,30808ad284e20d03a6eb33ec7e3d1de085fe6ff6,Emanuel Dima,114,11860,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
157,218,invenio/b2share/modules/b2deposit/restful.py,8e97d53,5471934be0c8ffbf373efc6a140cf082790043ba,Sarah Berenji,21,11617,3,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
158,219,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
159,220,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
160,221,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
161,222,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
162,226,invenio/b2share/modules/b2deposit/restful.py,8e97d53,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,40,11903,10,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
163,233,invenio/b2share/modules/b2deposit/restful.py,8e97d53,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,40,11903,10,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
164,236,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
165,237,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
166,238,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
167,239,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
168,261,invenio/b2share/modules/b2deposit/restful.py,8e97d53,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,40,11903,10,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
169,266,invenio/b2share/modules/b2deposit/restful.py,8e97d53,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,40,11903,10,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
170,268,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
171,269,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
172,270,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
173,271,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
174,279,invenio/b2share/modules/b2deposit/restful.py,8e97d53,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,40,11903,10,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
175,280,invenio/b2share/modules/b2deposit/restful.py,8e97d53,eaeb13db97ced9453683c132ae6c71f012cfc025,Sarah Berenji,40,11903,10,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
176,282,invenio/b2share/modules/b2deposit/restful.py,8e97d53,1135542018d110406e0f0f27ab4092f7340d7a23,Sarah Berenji,20,11616,3,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
177,283,invenio/b2share/modules/b2deposit/restful.py,8e97d53,b021da76c6c17a291a8e7e2902304dd12da2fa4f,Sarah Berenji,41,11936,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
178,292,invenio/b2share/modules/b2deposit/restful.py,8e97d53,e2336fe1dae89f3fe4612d8ba40525d35ab75a76,Emanuel Dima,116,11862,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
179,383,invenio/b2share/modules/b2deposit/restful.py,8e97d53,e2336fe1dae89f3fe4612d8ba40525d35ab75a76,Emanuel Dima,116,11862,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
180,457,invenio/b2share/modules/b2deposit/restful.py,8e97d53,1ddd2ab0d317805b1acdc1eb1718de46fcd3367f,Emanuel Dima,117,11863,11,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
181,7,invenio/b2share/testsuite/helpers.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
182,8,invenio/b2share/testsuite/helpers.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
183,9,invenio/b2share/testsuite/helpers.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
184,10,invenio/b2share/testsuite/helpers.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
185,11,invenio/b2share/testsuite/helpers.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
186,36,invenio/b2share/testsuite/helpers.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
187,39,invenio/b2share/testsuite/helpers.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
188,40,invenio/b2share/testsuite/helpers.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
189,8,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
190,23,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
191,25,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
192,26,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
193,27,invenio/b2share/testsuite/test_checksums.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
194,28,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
195,29,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
196,30,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
197,31,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
198,35,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
199,36,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
200,37,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
201,38,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
202,39,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
203,40,invenio/b2share/testsuite/test_checksums.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
204,43,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
205,44,invenio/b2share/testsuite/test_checksums.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
206,45,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
207,46,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
208,47,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
209,48,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
210,53,invenio/b2share/testsuite/test_checksums.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
211,55,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
212,57,invenio/b2share/testsuite/test_checksums.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
213,59,invenio/b2share/testsuite/test_checksums.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
214,96,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
215,97,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
216,98,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
217,99,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
218,100,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
219,101,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
