,line number,filename_x,buggy commit,bug_inducing_commit,buggy author,author experience,project progress,timedelta (month),id,filename_y,fix commit,type error lines,directory,issue id,project name
220,134,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
221,135,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
222,136,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0,56,invenio/b2share/modules/b2deposit/restful.py,76cf09c,355,56/b2share,667,b2share
223,468,astropy/io/fits/diff.py,52a0398,aaaa6fb56fdb09f93b58c13871765e4b9dd6475e,Brigitta Sipocz,213,16368,32,87,astropy/io/fits/diff.py,901a253,1189,87/astropy,5520,astropy
224,471,astropy/io/fits/diff.py,52a0398,aaaa6fb56fdb09f93b58c13871765e4b9dd6475e,Brigitta Sipocz,213,16368,32,87,astropy/io/fits/diff.py,901a253,1189,87/astropy,5520,astropy
225,474,astropy/io/fits/diff.py,52a0398,aaaa6fb56fdb09f93b58c13871765e4b9dd6475e,Brigitta Sipocz,213,16368,32,87,astropy/io/fits/diff.py,901a253,1189,87/astropy,5520,astropy
226,478,astropy/io/fits/diff.py,52a0398,aaaa6fb56fdb09f93b58c13871765e4b9dd6475e,Brigitta Sipocz,213,16368,32,87,astropy/io/fits/diff.py,901a253,1189,87/astropy,5520,astropy
227,1243,astropy/io/fits/diff.py,52a0398,63c87b31506758fdf322ac191ed9a3849163514a,Erik M. Bray,0,1151,0,87,astropy/io/fits/diff.py,901a253,1189,87/astropy,5520,astropy
228,10,astropy/io/fits/tests/test_diff.py,52a0398,9a388e2064291e686202565d77a4519990447e95,Erik M. Bray,487,8942,24,87,astropy/io/fits/diff.py,901a253,1189,87/astropy,5520,astropy
229,23,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31,100,lgsm/functions/gsquery.py,a51cdd8,21,100/LinuxGSM,964,LinuxGSM
230,25,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31,100,lgsm/functions/gsquery.py,a51cdd8,21,100/LinuxGSM,964,LinuxGSM
231,27,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31,100,lgsm/functions/gsquery.py,a51cdd8,21,100/LinuxGSM,964,LinuxGSM
232,31,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31,100,lgsm/functions/gsquery.py,a51cdd8,21,100/LinuxGSM,964,LinuxGSM
233,33,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31,100,lgsm/functions/gsquery.py,a51cdd8,21,100/LinuxGSM,964,LinuxGSM
234,35,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31,100,lgsm/functions/gsquery.py,a51cdd8,21,100/LinuxGSM,964,LinuxGSM
235,37,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31,100,lgsm/functions/gsquery.py,a51cdd8,21,100/LinuxGSM,964,LinuxGSM
236,398,ensime_shared/editor.py,44848a4,e60977e11b8a1c6066b49653c05febcc7c98867d,Ches Martin,31,506,4,110,ensime_shared/editor.py,396d5bd,360,110/ensime-vim,339,ensime-vim
237,271,lib/ansible/module_utils/eos.py,512ef49,5dccff29bf685bd8558eb991a4a08f3bedf7cd92,Nathaniel Case,7,19756,2,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
238,281,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
239,282,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
240,283,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
241,284,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
242,285,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
243,286,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
244,287,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
245,288,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
246,289,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
247,290,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
248,300,lib/ansible/module_utils/eos.py,512ef49,5dccff29bf685bd8558eb991a4a08f3bedf7cd92,Nathaniel Case,7,19756,2,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
249,315,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
250,316,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
251,317,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
252,318,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
253,319,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
254,320,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37,115,lib/ansible/module_utils/eos.py,50c445c,276,115/ansible,17441,ansible
255,796,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3,128,lib/ansible/modules/cloud/amazon/ec2_group.py,a77b89e,792,128/ansible,36412,ansible
256,797,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3,128,lib/ansible/modules/cloud/amazon/ec2_group.py,a77b89e,792,128/ansible,36412,ansible
257,798,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3,128,lib/ansible/modules/cloud/amazon/ec2_group.py,a77b89e,792,128/ansible,36412,ansible
258,799,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3,128,lib/ansible/modules/cloud/amazon/ec2_group.py,a77b89e,792,128/ansible,36412,ansible
259,804,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3,128,lib/ansible/modules/cloud/amazon/ec2_group.py,a77b89e,792,128/ansible,36412,ansible
260,805,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3,128,lib/ansible/modules/cloud/amazon/ec2_group.py,a77b89e,792,128/ansible,36412,ansible
261,806,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3,128,lib/ansible/modules/cloud/amazon/ec2_group.py,a77b89e,792,128/ansible,36412,ansible
262,807,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3,128,lib/ansible/modules/cloud/amazon/ec2_group.py,a77b89e,792,128/ansible,36412,ansible
263,35,astropy/wcs/__init__.py,454fb09,9de0135666ddf8641e783dc54e50a30c314b5c8c,Michael Droettboom,1214,6768,25,158,astropy/io/fits/util.py,edd8090,613,158/astropy,7435,astropy
264,214,lib/ansible/modules/cloud/azure/azure_rm_dnsrecordset.py,8c27ffd,6b5b4651253d584420520271c865f3a64e564bc1,nitzmahone,242,32964,26,161,lib/ansible/modules/cloud/azure/azure_rm_dnsrecordset.py,eb430b2,378,161/ansible,37581,ansible
265,54,terra/config.py,707b8aa,f8a96c9be699669731788117d0e28b0d9338d553,Schneider Werner-Walter,12,233,13,230,terra/terminal.py,e8c7c93,40,230/terra-terminal,95,terra-terminal
266,55,terra/config.py,707b8aa,f8a96c9be699669731788117d0e28b0d9338d553,Schneider Werner-Walter,12,233,13,230,terra/terminal.py,e8c7c93,40,230/terra-terminal,95,terra-terminal
267,56,terra/config.py,707b8aa,f8a96c9be699669731788117d0e28b0d9338d553,Schneider Werner-Walter,12,233,13,230,terra/terminal.py,e8c7c93,40,230/terra-terminal,95,terra-terminal
268,57,terra/config.py,707b8aa,f8a96c9be699669731788117d0e28b0d9338d553,Schneider Werner-Walter,12,233,13,230,terra/terminal.py,e8c7c93,40,230/terra-terminal,95,terra-terminal
269,58,terra/config.py,707b8aa,f8a96c9be699669731788117d0e28b0d9338d553,Schneider Werner-Walter,12,233,13,230,terra/terminal.py,e8c7c93,40,230/terra-terminal,95,terra-terminal
270,56,setup.py,6b2647d,7916662b475f81b7e2635cd283b189efc46cf2d8,Samuele Kaplun,247,3385,22,285,inspirehep/modules/workflows/tasks/classifier.py,4a0045e,41,285/inspire-next,2456,inspire-next
271,7,soco/snapshot.py,db4d416,67244d3f77d438ab1f3c782a0133807c519766dc,Lawrence Akka,341,965,21,325,soco/snapshot.py,5ceb384,58,325/SoCo,475,SoCo
272,63,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
273,64,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
274,65,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
275,66,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
276,67,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
277,68,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
278,69,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
279,70,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
280,71,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
281,72,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
282,73,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
283,74,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
284,75,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
285,76,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
286,77,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
287,78,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
288,79,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10,327,osmaxx-py/osmaxx/job_progress/views.py,dff393b,44,327/osmaxx,309,osmaxx
289,183,lib/ansible/cli/__init__.py,c1400ce,c027ad943e6c17387ab75e864170e3665a8e6635,Brian Coca,3470,32939,60,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
290,184,lib/ansible/cli/__init__.py,c1400ce,c027ad943e6c17387ab75e864170e3665a8e6635,Brian Coca,3470,32939,60,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
291,185,lib/ansible/cli/__init__.py,c1400ce,c027ad943e6c17387ab75e864170e3665a8e6635,Brian Coca,3470,32939,60,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
292,63,lib/ansible/config/manager.py,c1400ce,f921369445900dcc756821e40c9257d5359087af,Brian Coca,3430,32136,59,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
293,169,lib/ansible/config/manager.py,c1400ce,f921369445900dcc756821e40c9257d5359087af,Brian Coca,3430,32136,59,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
294,284,lib/ansible/config/manager.py,c1400ce,23b1dbacaf8a20f7147de0f67f8d6c67de2142ef,Brian Coca,3600,34062,62,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
295,361,lib/ansible/config/manager.py,c1400ce,12c8dd189346290ddae604be54896a411ca52731,Brian Coca,3547,33453,61,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
296,362,lib/ansible/config/manager.py,c1400ce,12c8dd189346290ddae604be54896a411ca52731,Brian Coca,3547,33453,61,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
297,363,lib/ansible/config/manager.py,c1400ce,12c8dd189346290ddae604be54896a411ca52731,Brian Coca,3547,33453,61,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
298,364,lib/ansible/config/manager.py,c1400ce,12c8dd189346290ddae604be54896a411ca52731,Brian Coca,3547,33453,61,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
299,365,lib/ansible/config/manager.py,c1400ce,12c8dd189346290ddae604be54896a411ca52731,Brian Coca,3547,33453,61,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
300,404,lib/ansible/config/manager.py,c1400ce,f921369445900dcc756821e40c9257d5359087af,Brian Coca,3430,32136,59,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
301,188,lib/ansible/constants.py,c1400ce,f12c6e0946ce0f8bd31ffed48cb8fcf1961024af,Brian Coca,3493,33053,60,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
302,60,lib/ansible/utils/display.py,c1400ce,0089eb81027b325551d5efef900cde841c3c093e,Brian Coca,1139,15120,34,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
303,68,lib/ansible/utils/display.py,c1400ce,7be8079bad0308e3b66477a78e86f1f13cdce6c3,Matt Martz,588,35624,52,387,lib/ansible/utils/display.py,c86fd6e,62,387/ansible,22470,ansible
304,74,lib/ansible/module_utils/ios.py,0b5b5ec,a5b12ff2690a8fcffe9846e5f241b021864571c8,Ricardo Carrillo Cruz,41,29540,3,391,lib/ansible/module_utils/ios.py, 9f64e44,"78, 80",391/ansible,26918,ansible
305,74,lib/ansible/module_utils/ios.py,0b5b5ec,a5b12ff2690a8fcffe9846e5f241b021864571c8,Ricardo Carrillo Cruz,41,29540,3,391,lib/ansible/modules/network/ios/ios_config.py, 9f64e44,346,391/ansible,26918,ansible
306,616,Tribler/Core/Libtorrent/LibtorrentDownloadImpl.py,743adf0,f314f3f8b04ec793e7326bcfbf5840044a3f4162,Chris,6,8515,0,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
307,767,Tribler/Core/Libtorrent/LibtorrentDownloadImpl.py,743adf0,66eb87f7e49e9a692ee4b2702bf88508adf016f0,Ardhi Putra Pratama H,14,11856,1,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
308,537,Tribler/Core/Libtorrent/LibtorrentMgr.py,743adf0,fec8d0c433a9e0e5f1dc8a458bb5ce74b2e97fff,Martijn de Vos,97,11312,4,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
309,72,Tribler/Core/Modules/restapi/channels/channels_playlists_endpoint.py,743adf0,bb0565c7da0f580f90e413cd8fe92ac16485f320,Martijn de Vos,430,12087,10,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
310,73,Tribler/Core/Modules/restapi/channels/channels_playlists_endpoint.py,743adf0,bb0565c7da0f580f90e413cd8fe92ac16485f320,Martijn de Vos,430,12087,10,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
311,92,Tribler/Core/Modules/restapi/create_torrent_endpoint.py,743adf0,154f603d30e7583e5837e9ac787729f329bac5f7,Martijn de Vos,527,12208,12,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
312,190,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,221405192509c87fedd60184e28d0ec57dc1a1a1,Martijn de Vos,260,11640,6,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
313,191,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,221405192509c87fedd60184e28d0ec57dc1a1a1,Martijn de Vos,260,11640,6,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
314,314,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
315,315,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
316,316,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
317,317,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
318,318,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
319,319,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
320,320,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8,397,Tribler/Core/Libtorrent/LibtorrentMgr.py,3bb6917,515,397/tribler,2693,tribler
