,line number,filename,commit id,buggy commit,buggy author,author experience,project progress,timedelta (month)
194,28,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
195,29,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
196,30,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
197,31,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
198,35,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
199,36,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
200,37,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
201,38,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
202,39,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
203,40,invenio/b2share/testsuite/test_checksums.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16
204,43,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
205,44,invenio/b2share/testsuite/test_checksums.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16
206,45,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
207,46,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
208,47,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
209,48,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
210,53,invenio/b2share/testsuite/test_checksums.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16
211,55,invenio/b2share/testsuite/test_checksums.py,8e97d53,b06e7e09adef45c6620e238a507287a95f6917f9,Nicolas Harraudeau,1,13646,0
212,57,invenio/b2share/testsuite/test_checksums.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16
213,59,invenio/b2share/testsuite/test_checksums.py,8e97d53,5672331ad1619a2dab37d4b7800a94736093aed8,Emanuel Dima,144,13642,16
214,96,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0
215,97,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0
216,98,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0
217,99,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0
218,100,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0
219,101,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0
220,134,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0
221,135,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0
222,136,invenio/b2share/testsuite/test_checksums.py,8e97d53,5c64a026c65e7d926b63dbb7df94a2f8ff5dc76b,Nicolas Harraudeau,2,13647,0
223,468,astropy/io/fits/diff.py,52a0398,aaaa6fb56fdb09f93b58c13871765e4b9dd6475e,Brigitta Sipocz,213,16368,32
224,471,astropy/io/fits/diff.py,52a0398,aaaa6fb56fdb09f93b58c13871765e4b9dd6475e,Brigitta Sipocz,213,16368,32
225,474,astropy/io/fits/diff.py,52a0398,aaaa6fb56fdb09f93b58c13871765e4b9dd6475e,Brigitta Sipocz,213,16368,32
226,478,astropy/io/fits/diff.py,52a0398,aaaa6fb56fdb09f93b58c13871765e4b9dd6475e,Brigitta Sipocz,213,16368,32
227,1243,astropy/io/fits/diff.py,52a0398,63c87b31506758fdf322ac191ed9a3849163514a,Erik M. Bray,0,1151,0
228,10,astropy/io/fits/tests/test_diff.py,52a0398,9a388e2064291e686202565d77a4519990447e95,Erik M. Bray,487,8942,24
229,23,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31
230,25,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31
231,27,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31
232,31,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31
233,33,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31
234,35,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31
235,37,lgsm/functions/gsquery.py,cc4d103,841a65b2f7105bc174674703101cb4a24d2d9a64,Daniel Gibbs,1222,1537,31
236,398,ensime_shared/editor.py,44848a4,e60977e11b8a1c6066b49653c05febcc7c98867d,Ches Martin,31,506,4
237,271,lib/ansible/module_utils/eos.py,512ef49,5dccff29bf685bd8558eb991a4a08f3bedf7cd92,Nathaniel Case,7,19756,2
238,281,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
239,282,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
240,283,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
241,284,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
242,285,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
243,286,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
244,287,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
245,288,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
246,289,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
247,290,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
248,300,lib/ansible/module_utils/eos.py,512ef49,5dccff29bf685bd8558eb991a4a08f3bedf7cd92,Nathaniel Case,7,19756,2
249,315,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
250,316,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
251,317,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
252,318,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
253,319,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
254,320,lib/ansible/module_utils/eos.py,512ef49,b5bbac29e54076507dad81bc6b2b37ee045571be,Peter Sprygada,201,20231,37
255,796,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3
256,797,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3
257,798,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3
258,799,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3
259,804,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3
260,805,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3
261,806,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3
262,807,lib/ansible/modules/cloud/amazon/ec2_group.py,51ba115,2ceff476bf17e021c2453e6fc80544827bf40f1c,Brandon Davidson,5,32324,3
263,35,astropy/wcs/__init__.py,454fb09,9de0135666ddf8641e783dc54e50a30c314b5c8c,Michael Droettboom,1214,6768,25
264,214,lib/ansible/modules/cloud/azure/azure_rm_dnsrecordset.py,8c27ffd,6b5b4651253d584420520271c865f3a64e564bc1,nitzmahone,242,32964,26
265,54,terra/config.py,707b8aa,f8a96c9be699669731788117d0e28b0d9338d553,Schneider Werner-Walter,12,233,13
266,55,terra/config.py,707b8aa,f8a96c9be699669731788117d0e28b0d9338d553,Schneider Werner-Walter,12,233,13
267,56,terra/config.py,707b8aa,f8a96c9be699669731788117d0e28b0d9338d553,Schneider Werner-Walter,12,233,13
268,57,terra/config.py,707b8aa,f8a96c9be699669731788117d0e28b0d9338d553,Schneider Werner-Walter,12,233,13
269,58,terra/config.py,707b8aa,f8a96c9be699669731788117d0e28b0d9338d553,Schneider Werner-Walter,12,233,13
270,56,setup.py,6b2647d,7916662b475f81b7e2635cd283b189efc46cf2d8,Samuele Kaplun,247,3385,22
271,7,soco/snapshot.py,db4d416,67244d3f77d438ab1f3c782a0133807c519766dc,Lawrence Akka,341,965,21
272,63,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
273,64,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
274,65,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
275,66,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
276,67,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
277,68,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
278,69,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
279,70,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
280,71,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
281,72,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
282,73,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
283,74,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
284,75,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
285,76,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
286,77,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
287,78,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
288,79,osmaxx-py/osmaxx/job_progress/tests.py,4613be1,1c688de63bdec66de90caead5ce139f71bcbdb60,Raphael Das Gupta,266,1172,10
289,183,lib/ansible/cli/__init__.py,c1400ce,c027ad943e6c17387ab75e864170e3665a8e6635,Brian Coca,3470,32939,60
290,184,lib/ansible/cli/__init__.py,c1400ce,c027ad943e6c17387ab75e864170e3665a8e6635,Brian Coca,3470,32939,60
291,185,lib/ansible/cli/__init__.py,c1400ce,c027ad943e6c17387ab75e864170e3665a8e6635,Brian Coca,3470,32939,60
292,63,lib/ansible/config/manager.py,c1400ce,f921369445900dcc756821e40c9257d5359087af,Brian Coca,3430,32136,59
293,169,lib/ansible/config/manager.py,c1400ce,f921369445900dcc756821e40c9257d5359087af,Brian Coca,3430,32136,59
294,284,lib/ansible/config/manager.py,c1400ce,23b1dbacaf8a20f7147de0f67f8d6c67de2142ef,Brian Coca,3600,34062,62
295,361,lib/ansible/config/manager.py,c1400ce,12c8dd189346290ddae604be54896a411ca52731,Brian Coca,3547,33453,61
296,362,lib/ansible/config/manager.py,c1400ce,12c8dd189346290ddae604be54896a411ca52731,Brian Coca,3547,33453,61
297,363,lib/ansible/config/manager.py,c1400ce,12c8dd189346290ddae604be54896a411ca52731,Brian Coca,3547,33453,61
298,364,lib/ansible/config/manager.py,c1400ce,12c8dd189346290ddae604be54896a411ca52731,Brian Coca,3547,33453,61
299,365,lib/ansible/config/manager.py,c1400ce,12c8dd189346290ddae604be54896a411ca52731,Brian Coca,3547,33453,61
300,404,lib/ansible/config/manager.py,c1400ce,f921369445900dcc756821e40c9257d5359087af,Brian Coca,3430,32136,59
301,188,lib/ansible/constants.py,c1400ce,f12c6e0946ce0f8bd31ffed48cb8fcf1961024af,Brian Coca,3493,33053,60
302,60,lib/ansible/utils/display.py,c1400ce,0089eb81027b325551d5efef900cde841c3c093e,Brian Coca,1139,15120,34
303,68,lib/ansible/utils/display.py,c1400ce,7be8079bad0308e3b66477a78e86f1f13cdce6c3,Matt Martz,588,35624,52
304,74,lib/ansible/module_utils/ios.py,0b5b5ec,a5b12ff2690a8fcffe9846e5f241b021864571c8,Ricardo Carrillo Cruz,41,29540,3
305,616,Tribler/Core/Libtorrent/LibtorrentDownloadImpl.py,743adf0,f314f3f8b04ec793e7326bcfbf5840044a3f4162,Chris,6,8515,0
306,767,Tribler/Core/Libtorrent/LibtorrentDownloadImpl.py,743adf0,66eb87f7e49e9a692ee4b2702bf88508adf016f0,Ardhi Putra Pratama H,14,11856,1
307,537,Tribler/Core/Libtorrent/LibtorrentMgr.py,743adf0,fec8d0c433a9e0e5f1dc8a458bb5ce74b2e97fff,Martijn de Vos,97,11312,4
308,72,Tribler/Core/Modules/restapi/channels/channels_playlists_endpoint.py,743adf0,bb0565c7da0f580f90e413cd8fe92ac16485f320,Martijn de Vos,430,12087,10
309,73,Tribler/Core/Modules/restapi/channels/channels_playlists_endpoint.py,743adf0,bb0565c7da0f580f90e413cd8fe92ac16485f320,Martijn de Vos,430,12087,10
310,92,Tribler/Core/Modules/restapi/create_torrent_endpoint.py,743adf0,154f603d30e7583e5837e9ac787729f329bac5f7,Martijn de Vos,527,12208,12
311,190,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,221405192509c87fedd60184e28d0ec57dc1a1a1,Martijn de Vos,260,11640,6
312,191,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,221405192509c87fedd60184e28d0ec57dc1a1a1,Martijn de Vos,260,11640,6
313,314,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
314,315,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
315,316,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
316,317,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
317,318,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
318,319,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
319,320,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
320,321,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
321,322,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
322,323,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
323,324,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
324,325,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
325,326,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
326,327,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
327,328,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,132984d2e78a72fb46fe85bc174909d4442dee31,Martijn de Vos,485,12162,11
328,329,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
329,330,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
330,331,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
331,332,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
332,333,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
333,334,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
334,335,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
335,336,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
336,337,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
337,338,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
338,339,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
339,340,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
340,341,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
341,342,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
342,343,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
343,344,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
344,345,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
345,346,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
346,347,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
347,348,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
348,349,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
349,350,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
350,351,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
351,352,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
352,353,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
353,354,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
354,355,Tribler/Core/Modules/restapi/downloads_endpoint.py,743adf0,f4d6c108967426f8ad0e4307b10b234247c75fcb,Martijn de Vos,386,12001,8
